method_id,phase,phase_bg,primary_component,title,original_text,template_text,Z1,Z2,Z3,Z4,Z5,Z6,OSI,SSI,default_duration_min,zone_distribution,min_readiness,max_percent_tref,tags,phase_reason,source_month,microcycle,microcycle_type,day_raw
m_016,early,1/3 до старта,OSI,Почивка / възстановителен ден,"1 тренировка: 2:00 ч колело 1 - 2 зона, свободно аеробно каране 2 тренировка: или веднага след 1 ва та тренировка 30 мин фитнес (2-3 серии 3 упражнения за ръце, три за средна част и 2 за крака, всяко упражнение се прави по 30 сек с почивка 30 сек и 3 мин между сериите)","1 тренировка: {време} колело 1 - 2 зона, свободно аеробно каране 2 тренировка: или веднага след 1 ва та тренировка {мин} мин фитнес (2-3 серии 3 упражнения за ръце, три за средна част и 2 за крака, всяко упражнение се прави по {сек} сек с почивка {сек} сек и {мин} мин между сериите)",60.0,60.0,0.0,0.0,0.0,0.0,30.0,0.0,150.0,"{""Z1"": 60.0, ""Z2"": 60.0, ""OSI"": 30.0}",80,0.5,"колело,фитнес",обща издръжливост/ОСИ/база,АПРИЛ,МИКРОЦИКЪЛ 4,ТИП НА МИКРОЦИКЪЛА:,ВТОРНИК
m_024,early,1/3 до старта,OSI,Почивка / възстановителен ден,"Преди обяд: 1. Колело (2:30 – 3:00 ч) 1-2 зона След обяд: 1. Стрелба от спокойно положение (техническа) 1ч. 2. Загрявка (10-15мин бягане) + ОСИ – кръгова тренировка (30 сек х 8 упражнения, 3-4 кръга) Работа: 30 сек работа на упражнение Почивка между упражнения: 30 сек Почивка между кръговете: 3 мин","Преди обяд: 1. Колело ({време}) 1-2 зона След обяд: 1. Стрелба от спокойно положение (техническа) {часове} ч. 2. Загрявка ({мин} мин бягане) + ОСИ – кръгова тренировка ({сек} сек х 8 упражнения, 3-4 кръга) Работа: {сек} сек работа на упражнение Почивка между упражнения: {сек} сек Почивка между кръговете: {мин} мин",120.0,60.0,0.0,0.0,0.0,0.0,50.0,0.0,230.0,"{""Z1"": 120.0, ""Z2"": 60.0, ""OSI"": 50.0}",80,0.5,колело,обща издръжливост/ОСИ/база,Май,МИКРОЦИКЪЛ 5,ТИП НА МИКРОЦИКЪЛА:,СРЯДА 04.06
m_102,early,1/3 до старта,OSI,Почивка / възстановителен ден,"Преди обяд: Почивка След обяд: 1. 50-60 мин крос 1-2 зона + Силова издръжливост /силова зала/ 3 упражнения по 4 серии за горна част, 3 упражнения по 4 серии за средна част и 2 упражнения по 4 серии за долна част","Преди обяд: Почивка След обяд: 1. {мин} мин крос 1-2 зона + Силова издръжливост /силова зала/ 3 упражнения по 4 серии за горна част, 3 упражнения по 4 серии за средна част и 2 упражнения по 4 серии за долна част",40.0,20.0,0.0,0.0,0.0,0.0,60.0,0.0,120.0,"{""Z1"": 40.0, ""Z2"": 20.0, ""OSI"": 60.0}",80,0.5,"крос,силова",обща издръжливост/ОСИ/база,Август,МИКРОЦИКЪЛ 20,ТИП НА МИКРОЦИКЪЛА: Развиващ,ЧЕТВЪРТЪК 04.09
m_001,early,1/3 до старта,Z1,Нискоинтензивна аеробна работа,"1 ч. 1-2 зона + 2 серии 4 по 60 м спринтове, отсечките се правят с резерв (90%), първата серия със значителен резерв, целта е след нея да не се появи мускулна треска.","{часове} ч. 1-2 зона + 2 серии {повторения} по {дължина} м спринтове, отсечките се правят с резерв (90%), първата серия със значителен резерв, целта е след нея да не се появи мускулна треска.",60.0,20.0,0.0,0.0,2.0,0.0,0.0,0.0,82.0,"{""Z1"": 60.0, ""Z2"": 20.0, ""Z5"": 2.0}",60,0.5,спринт,обща издръжливост/ОСИ/база,АПРИЛ,МИКРОЦИКЪЛ 1,ТИП НА МИКРОЦИКЪЛА:,ПОНЕДЕЛНИК 28.04
m_003,early,1/3 до старта,Z1,Нискоинтензивна аеробна работа,"2 ч Колело 1 зона, по време на карането след 40 тата мин се прав 10-15 по 15 сек 5та зона на 90%, бързо но свободно, без стискане, темпото е такаова, което при максумално усили можете да се поддържате около 2 мин. Целта на тренировката е развитие на аеробна осново, като допълнително се стимулират и анаеробните функции. Това не е изграждаща тренировка!","{часове} ч Колело 1 зона, по време на карането след 40 тата мин се прав 10-{повторения} по {дължина} сек 5та зона на 90%, бързо но свободно, без стискане, темпото е такаова, което при максумално усили можете да се поддържате около {мин} мин. Целта на тренировката е развитие на аеробна осново, като допълнително се стимулират и анаеробните функции. Това не е изграждаща тренировка!",120.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,130.0,"{""Z1"": 120.0, ""Z5"": 3.0, ""SSI"": 7.0}",60,0.5,колело,обща издръжливост/ОСИ/база,АПРИЛ,МИКРОЦИКЪЛ 1,ТИП НА МИКРОЦИКЪЛА:,СРЯДА 30.04
m_006,early,1/3 до старта,Z1,Нискоинтензивна аеробна работа,"2:30 ч преход 1 зона в планината, 1 час горни гранници на 2 ра зона","{време} преход 1 зона в планината, 1 час горни гранници на 2 ра зона",90.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,"{""Z1"": 90.0, ""Z2"": 60.0}",60,0.5,,обща издръжливост/ОСИ/база,АПРИЛ,МИКРОЦИКЪЛ 1,ТИП НА МИКРОЦИКЪЛА:,СЪБОТА 03.05
m_008,early,1/3 до старта,Z1,Нискоинтензивна аеробна работа,"1 тренировка: 1:00 ч. Крос 1-2 зона по време на бягането след първите 20 мин 4-5 по 60 м спринтове, отсечките се правят с резерв (90%), целта е активиране на бързите мускулни влакна.","1 тренировка: {време}. Крос 1-2 зона по време на бягането след първите {мин} мин 4-{повторения} по {дължина} м спринтове, отсечките се правят с резерв (90%), целта е активиране на бързите мускулни влакна.",30.0,30.0,0.0,0.0,2.0,0.0,0.0,0.0,62.0,"{""Z1"": 30.0, ""Z2"": 30.0, ""Z5"": 2.0}",60,0.5,"крос,спринт",обща издръжливост/ОСИ/база,АПРИЛ,МИКРОЦИКЪЛ 3,ТИП НА МИКРОЦИКЪЛА:,ПОНЕДЕЛНИК
m_010,early,1/3 до старта,Z1,Нискоинтензивна аеробна работа,"1 тренировка: 2 ч Колело птрвите 20-30 мин 1 ва зона, останалата част 2 зона, по време на карането след 40 тата мин се прав 5-8 по 15 сек 4-5та зона на 90%, бързо но свободно, без стискане, темпото е такаова, което при максумално усили можете да се поддържате около 2 мин. Целта на тренировката е развитие на аеробна осново, като допълнително се стимулират и анаеробните функции. Това не е изграждаща тренировка!","1 тренировка: {часове} ч Колело птрвите {мин} мин 1 ва зона, останалата част 2 зона, по време на карането след 40 тата мин се прав 5-{повторения} по {дължина} сек 4-5та зона на 90%, бързо но свободно, без стискане, темпото е такаова, което при максумално усили можете да се поддържате около {мин} мин. Целта на тренировката е развитие на аеробна осново, като допълнително се стимулират и анаеробните функции. Това не е изграждаща тренировка!",60.0,60.0,0.0,0.0,2.0,0.0,0.0,2.0,124.0,"{""Z1"": 60.0, ""Z2"": 60.0, ""Z5"": 2.0, ""SSI"": 2.0}",60,0.5,колело,обща издръжливост/ОСИ/база,АПРИЛ,МИКРОЦИКЪЛ 3,ТИП НА МИКРОЦИКЪЛА:,СРЯДА
m_015,early,1/3 до старта,Z1,Нискоинтензивна аеробна работа,"1 тренировка: 1 ч Крос 1-2 зона по време на бягането след първите 20 мин 4-5 по 60 м спринтове, отсечките се правят с резерв (90%), целта е активиране на бързите мускулни влакна.","1 тренировка: {часове} ч Крос 1-2 зона по време на бягането след първите {мин} мин 4-{повторения} по {дължина} м спринтове, отсечките се правят с резерв (90%), целта е активиране на бързите мускулни влакна.",30.0,30.0,0.0,0.0,2.0,0.0,0.0,0.0,62.0,"{""Z1"": 30.0, ""Z2"": 30.0, ""Z5"": 2.0}",60,0.5,"крос,спринт",обща издръжливост/ОСИ/база,АПРИЛ,МИКРОЦИКЪЛ 4,ТИП НА МИКРОЦИКЪЛА:,ПОНЕДЕЛНИК
m_020,early,1/3 до старта,Z1,Нискоинтензивна аеробна работа,"2:00 ч преход 1 зона в планината, 1:00 час 2 ра зона","{време} преход 1 зона в планината, {време}ас 2 ра зона",60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,"{""Z1"": 60.0, ""Z2"": 60.0}",60,0.5,,обща издръжливост/ОСИ/база,АПРИЛ,МИКРОЦИКЪЛ 4,ТИП НА МИКРОЦИКЪЛА:,СЪБОТА
m_027,early,1/3 до старта,Z1,Нискоинтензивна аеробна работа,Преди обяд: Планински преход (3:30-4:00ч) След обяд: СПА,Преди обяд: Планински преход ({време}) След обяд: СПА,150.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,"{""Z1"": 150.0, ""Z2"": 90.0}",60,0.5,ски,обща издръжливост/ОСИ/база,Май,МИКРОЦИКЪЛ 5,ТИП НА МИКРОЦИКЪЛА:,СЪБОТА 07.06
m_030,early,1/3 до старта,Z1,Нискоинтензивна аеробна работа,Преди обяд: Планински преход (3:30-4:00ч) След обяд: 1. Стрелба от спокойно положение (техника) 1ч. СПА,Преди обяд: Планински преход ({време}) След обяд: 1. Стрелба от спокойно положение (техника) {часове} ч. СПА,150.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,"{""Z1"": 150.0, ""Z2"": 90.0}",60,0.5,ски,обща издръжливост/ОСИ/база,Май,МИКРОЦИКЪЛ 6,ТИП НА МИКРОЦИКЪЛА:,СЪБОТА 07.06
m_031,early,1/3 до старта,Z1,Нискоинтензивна аеробна работа,Преди обяд: 1. Колело (2:00 – 2:30 ч) 1-2 зона,Преди обяд: 1. Колело ({време}) 1-2 зона,90.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,"{""Z1"": 90.0, ""Z2"": 60.0}",60,0.5,колело,обща издръжливост/ОСИ/база,Юни,МИКРОЦИКЪЛ 9,ТИП НА МИКРОЦИКЪЛА: Възстановителен/поддържащ,ВТОРНИК 17.06
m_034,early,1/3 до старта,Z1,Нискоинтензивна аеробна работа,Преди обяд: 1. Крос (1:00 – 1:20 ч) 1-2 зона,Преди обяд: 1. Крос ({време}) 1-2 зона,60.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,"{""Z1"": 60.0, ""Z2"": 20.0}",60,0.5,крос,обща издръжливост/ОСИ/база,Юни,МИКРОЦИКЪЛ 9,ТИП НА МИКРОЦИКЪЛА: Възстановителен/поддържащ,ПЕТЪК 20.06
m_039,early,1/3 до старта,Z1,Нискоинтензивна аеробна работа,Преди обяд: Планински преход 1-2 зона (3:00-3:30ч),Преди обяд: Планински преход 1-2 зона ({време}),120.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,"{""Z1"": 120.0, ""Z2"": 90.0}",60,0.5,ски,обща издръжливост/ОСИ/база,Юни,МИКРОЦИКЪЛ 10,ТИП НА МИКРОЦИКЪЛА: Възстановителен/поддържащ,СРЯДА 25.06
m_040,early,1/3 до старта,Z1,Нискоинтензивна аеробна работа,Пътуване за Белмекен След обяд: Крос 1 ч 1-2 зона,Пътуване за Белмекен След обяд: Крос {часове} ч 1-2 зона,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,"{""Z1"": 30.0, ""Z2"": 30.0}",60,0.5,крос,обща издръжливост/ОСИ/база,Юни,МИКРОЦИКЪЛ 10,ТИП НА МИКРОЦИКЪЛА: Възстановителен/поддържащ,ПЕТЪК 27.06
m_046,early,1/3 до старта,Z1,Нискоинтензивна аеробна работа,Преди обяд: Планински преход 1-2 зона (3:30-4:00ч) - 1:30 ч горна граница на 2 зона След обяд: Игра волейбол,Преди обяд: Планински преход 1-2 зона ({време}) - {време} горна граница на 2 зона След обяд: Игра волейбол,150.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,"{""Z1"": 150.0, ""Z2"": 90.0}",60,0.5,ски,обща издръжливост/ОСИ/база,Юни,МИКРОЦИКЪЛ 11,ТИП НА МИКРОЦИКЪЛА: Развиващ,ЧЕТВЪРТЪК 03.07
m_050,early,1/3 до старта,Z1,Нискоинтензивна аеробна работа,Преди обяд: 1. Стрелба от спокойно положение - тест ...,Преди обяд: 1. Стрелба от спокойно положение - тест ...,120.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,"{""Z1"": 120.0, ""Z2"": 90.0}",60,0.5,,обща издръжливост/ОСИ/база,Юли,МИКРОЦИКЪЛ 13,ТИП НА МИКРОЦИКЪЛА: Развиващ,ПОНЕДЕЛНИК 07.07
m_053,early,1/3 до старта,Z1,Нискоинтензивна аеробна работа,Преди обяд: Планински преход 1-2 зона (3:30-4:00ч) - 1:30 ч горна граница н...,Преди обяд: Планински преход 1-2 зона ({време}) - {време} горна граница н...,150.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,"{""Z1"": 150.0, ""Z2"": 90.0}",60,0.5,ски,обща издръжливост/ОСИ/база,Юли,МИКРОЦИКЪЛ 13,ТИП НА МИКРОЦИКЪЛА: Развиващ,ЧЕТВЪРТЪК 10.07
m_054,early,1/3 до старта,Z1,Нискоинтензивна аеробна работа,Преди обяд: ...,Преди обяд: ...,120.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,"{""Z1"": 120.0, ""Z2"": 90.0}",60,0.5,,обща издръжливост/ОСИ/база,Юли,МИКРОЦИКЪЛ 14,ТИП НА МИКРОЦИКЪЛА: Развиващ,ПОНЕДЕЛНИК 14.07
m_056,early,1/3 до старта,Z1,Нискоинтензивна аеробна работа,Преди обяд: 1. Тест стрелба - 30 + 30 2. Тест за ръце (тренажор) - 15 сек + 3 мин 3. Ролки 1:20-1:30ч 1-2 зона,Преди обяд: 1. Тест стрелба - 30 + 30 2. Тест за ръце (тренажор) - {сек} сек + {мин} мин 3. Ролки {време} 1-2 зона,60.0,30.0,0.0,0.0,3.0,0.0,0.0,0.0,93.0,"{""Z1"": 60.0, ""Z2"": 30.0, ""Z5"": 3.0}",60,0.5,"ролки,тренажор",обща издръжливост/ОСИ/база,Юли,МИКРОЦИКЪЛ 14,ТИП НА МИКРОЦИКЪЛА: Развиващ,ПЕТЪК 18.07
m_060,early,1/3 до старта,Z1,Нискоинтензивна аеробна работа,Преди обяд: Крос 1-2 зона (1:20-1:40ч) или ролки (1:40-2 ч),Преди обяд: Крос 1-2 зона ({време}) или ролки ({време}-{часове} ч),70.0,40.0,0.0,0.0,0.0,0.0,0.0,22.0,132.0,"{""Z1"": 70.0, ""Z2"": 40.0, ""SSI"": 22.0}",60,0.5,"ролки,крос",обща издръжливост/ОСИ/база,Юли,МИКРОЦИКЪЛ 15,ТИП НА МИКРОЦИКЪЛА: Възстановителен,СРЯДА 23.07
m_066,early,1/3 до старта,Z1,Нискоинтензивна аеробна работа,Преди обяд: ...,Преди обяд: ...,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,"{""Z1"": 90.0, ""Z2"": 90.0}",60,0.5,,обща издръжливост/ОСИ/база,Юли,МИКРОЦИКЪЛ 16,ТИП НА МИКРОЦИКЪЛА: Развиващ,СРЯДА 30.07
m_069,early,1/3 до старта,Z1,Нискоинтензивна аеробна работа,Преди обяд: Планински преход 1-2 зона (3:00-3:30ч) - 1:30 ч горна граница на 2 зона След обяд: Игра волейбол,Преди обяд: Планински преход 1-2 зона ({време}) - {време} горна граница на 2 зона След обяд: Игра волейбол,120.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,"{""Z1"": 120.0, ""Z2"": 90.0}",60,0.5,ски,обща издръжливост/ОСИ/база,Юли,МИКРОЦИКЪЛ 16,ТИП НА МИКРОЦИКЪЛА: Развиващ,СЪБОТА 02.08
m_078,early,1/3 до старта,Z1,Нискоинтензивна аеробна работа,Преди обяд: 1. Крос 50 - 1:10 ч крос 1 зона,Преди обяд: 1. Крос 50 - {време} крос 1 зона,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,"{""Z1"": 70.0}",60,0.5,крос,обща издръжливост/ОСИ/база,Август,МИКРОЦИКЪЛ 18,ТИП НА МИКРОЦИКЪЛА: Състезателен,ПОНЕДЕЛНИК 18.08
m_088,early,1/3 до старта,Z1,Нискоинтензивна аеробна работа,Преди обяд: 1. Колело - 3-3:30 ч 1 зона,Преди обяд: 1. Колело - 3-{време} 1 зона,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,"{""Z1"": 210.0}",60,0.5,колело,обща издръжливост/ОСИ/база,Август,МИКРОЦИКЪЛ 19,ТИП НА МИКРОЦИКЪЛА: Възстановителен,ПЕТЪК 29.08
m_089,early,1/3 до старта,Z1,Нискоинтензивна аеробна работа,Пътуване за Банско След обяд: Крос 40-50 мин 1-2 зона,Пътуване за Банско След обяд: Крос {мин} мин 1-2 зона,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,"{""Z1"": 50.0}",60,0.5,крос,обща издръжливост/ОСИ/база,Август,МИКРОЦИКЪЛ 19,ТИП НА МИКРОЦИКЪЛА: Възстановителен,СЪБОТА 30.08
m_091,early,1/3 до старта,Z1,Нискоинтензивна аеробна работа,Преди обяд: 1. Класика - 1:20-1:30 1 зона,Преди обяд: 1. Класика - {време}1 зона,70.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,"{""Z1"": 70.0, ""Z2"": 20.0}",60,0.5,,обща издръжливост/ОСИ/база,Август,МИКРОЦИКЪЛ 19,ТИП НА МИКРОЦИКЪЛА: Възстановителен,ВТОРНИК 23.09
m_093,early,1/3 до старта,Z1,Нискоинтензивна аеробна работа,Преди обяд: 1. Колело 2:30-3:00 ч 1 зона,Преди обяд: 1. Колело {време} 1 зона,150.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,"{""Z1"": 150.0, ""Z2"": 30.0}",60,0.5,колело,обща издръжливост/ОСИ/база,Август,МИКРОЦИКЪЛ 19,ТИП НА МИКРОЦИКЪЛА: Възстановителен,ЧЕТВЪРТЪК 25.09
m_094,early,1/3 до старта,Z1,Нискоинтензивна аеробна работа,Преди обяд: 1. Крос 40 - 50 мин + спринтове - крос 40-50 мин 1 зона - упражнения и бегови - 8-10 по 60 м ускорение (с резерв за да не ви хване мускулна треска) - 10 мин разпускане,Преди обяд: 1. Крос {мин} мин + спринтове - крос {мин} мин 1 зона - упражнения и бегови - 8-{повторения} по {дължина} м ускорение (с резерв за да не ви хване мускулна треска) - {мин} мин разпускане,60.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,62.0,"{""Z1"": 60.0, ""Z5"": 2.0}",60,0.5,"крос,спринт",обща издръжливост/ОСИ/база,Август,МИКРОЦИКЪЛ 19,ТИП НА МИКРОЦИКЪЛА: Възстановителен,СЪБОТА 27.09
m_104,early,1/3 до старта,Z1,Нискоинтензивна аеробна работа,Преди обяд: Планински преход 1-2 зона (3:30-4:00ч),Преди обяд: Планински преход 1-2 зона ({време}),180.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,"{""Z1"": 180.0, ""Z2"": 60.0}",60,0.5,ски,обща издръжливост/ОСИ/база,Август,МИКРОЦИКЪЛ 20,ТИП НА МИКРОЦИКЪЛА: Развиващ,СЪБОТА 06.09
m_106,early,1/3 до старта,Z1,Нискоинтензивна аеробна работа,Преди обяд: 1. Колело до Гърция - 3:30-4:00 ч 1 зона След обяд: Отпътуване,Преди обяд: 1. Колело до Гърция - {време} 1 зона След обяд: Отпътуване,210.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,"{""Z1"": 210.0, ""Z2"": 30.0}",60,0.5,колело,обща издръжливост/ОСИ/база,Септемрви,МИКРОЦИКЪЛ 21,ТИП НА МИКРОЦИКЪЛА: Развиващ,ВТОРНИК 09.09
m_109,early,1/3 до старта,Z1,Нискоинтензивна аеробна работа,Преди обяд: Пристигане Белемекен След обяд: 1. Ролки 1:30-1:40 ч,Преди обяд: Пристигане Белемекен След обяд: 1. Ролки {време},60.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"{""Z1"": 60.0, ""Z2"": 40.0}",60,0.5,ролки,обща издръжливост/ОСИ/база,Септемрви,МИКРОЦИКЪЛ 21,ТИП НА МИКРОЦИКЪЛА: Развиващ,ПЕТЪК 12.09
m_112,early,1/3 до старта,Z1,Нискоинтензивна аеробна работа,Преди обяд: Планински преход 1-2 зона (3:00-3:30ч) След обяд: Спортна игра,Преди обяд: Планински преход 1-2 зона ({време}) След обяд: Спортна игра,150.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,"{""Z1"": 150.0, ""Z2"": 60.0}",60,0.5,ски,обща издръжливост/ОСИ/база,Септемрви,МИКРОЦИКЪЛ 22,ТИП НА МИКРОЦИКЪЛА: Развиваш,ПОНЕДЕЛНИК 15.09
m_117,early,1/3 до старта,Z1,Нискоинтензивна аеробна работа,Пътуване за Банско След обяд: Крос 1-2 зона (1:00-1:10ч),Пътуване за Банско След обяд: Крос 1-2 зона ({време}),40.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,"{""Z1"": 40.0, ""Z2"": 30.0}",60,0.5,крос,обща издръжливост/ОСИ/база,Септемрви,МИКРОЦИКЪЛ 22,ТИП НА МИКРОЦИКЪЛА: Развиваш,ЧЕТВЪРТЪК 02.10
m_121,early,1/3 до старта,Z1,Нискоинтензивна аеробна работа,Преди обяд: 1. Ролки - 2:30-3:00 ч 1 зона,Преди обяд: 1. Ролки - {време} 1 зона,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,"{""Z1"": 180.0}",60,0.5,ролки,обща издръжливост/ОСИ/база,Септемрви,МИКРОЦИКЪЛ 22,ТИП НА МИКРОЦИКЪЛА: Развиваш,СРЯДА 08.10
m_126,early,1/3 до старта,Z1,Нискоинтензивна аеробна работа,Преди обяд: 1. Крос 50 - 1:10 ч или класика - 1:20-1:30 1 зона,Преди обяд: 1. Крос 50 - {време} или класика - {време}1 зона,70.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,"{""Z1"": 70.0, ""Z2"": 20.0}",60,0.5,крос,обща издръжливост/ОСИ/база,Септемрви,МИКРОЦИКЪЛ 23,ТИП НА МИКРОЦИКЪЛА: Възстановителен,ВТОРНИК 23.09
m_130,early,1/3 до старта,Z1,Нискоинтензивна аеробна работа,Преди обяд: 1. Ролки - класика 1:30-1:50 ч. 1-2 зона,Преди обяд: 1. Ролки - класика {време}. 1-2 зона,80.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,120.0,"{""Z1"": 80.0, ""Z2"": 20.0, ""SSI"": 20.0}",60,0.5,ролки,обща издръжливост/ОСИ/база,Септемрви,МИКРОЦИКЪЛ 23,ТИП НА МИКРОЦИКЪЛА: Възстановителен,СРЯДА 15.10
m_132,early,1/3 до старта,Z1,Нискоинтензивна аеробна работа,Преди обяд: Планински преход (3:30-4:00ч) - 1-2 зона,Преди обяд: Планински преход ({време}) - 1-2 зона,180.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,"{""Z1"": 180.0, ""Z2"": 60.0}",60,0.5,ски,обща издръжливост/ОСИ/база,Септемрви,МИКРОЦИКЪЛ 23,ТИП НА МИКРОЦИКЪЛА: Възстановителен,ПЕТЪК 17.10
m_139,early,1/3 до старта,Z1,Нискоинтензивна аеробна работа,Преди обяд: 1. Ролки - 1:30-1:40 ч 1-2 зона,Преди обяд: 1. Ролки - {време} 1-2 зона,54.99999999999999,45.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"{""Z1"": 55.0, ""Z2"": 45.0}",60,0.5,ролки,обща издръжливост/ОСИ/база,Октомври,МИКРОЦИКЪЛ 27,ТИП НА МИКРОЦИКЪЛА: Възстановителен/поддържащ,ПОНЕДЕЛНИК 20.10
m_146,early,1/3 до старта,Z1,Нискоинтензивна аеробна работа,Преди обяд: 1. Ролки - класика: 1:30-1:40 ч 1-2 зона,Преди обяд: 1. Ролки - класика: {време} 1-2 зона,70.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"{""Z1"": 70.0, ""Z2"": 30.0}",60,0.5,ролки,обща издръжливост/ОСИ/база,Октомври,МИКРОЦИКЪЛ 27,ТИП НА МИКРОЦИКЪЛА: Възстановителен/поддържащ,НЕДЕЛЯ 26.10
m_149,early,1/3 до старта,Z1,Нискоинтензивна аеробна работа,Преди обяд: по желание лек крос След обяд: Пътуване за Австрия,Преди обяд: по желание лек крос След обяд: Пътуване за Австрия,40.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,"{""Z1"": 40.0, ""Z2"": 10.0}",60,0.5,крос,обща издръжливост/ОСИ/база,Октомври,МИКРОЦИКЪЛ 28,ТИП НА МИКРОЦИКЪЛА: Възстановителен/поддържащ,ВТОРНИК 28.10
m_156,early,1/3 до старта,Z1,Нискоинтензивна аеробна работа,Преди обяд: 1. Ски - 2:30-3:00 ч 1 зона ...,Преди обяд: 1. Ски - {време} 1 зона ...,160.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,"{""Z1"": 160.0, ""Z2"": 20.0}",60,0.5,ски,обща издръжливост/ОСИ/база,Ноември,МИКРОЦИКЪЛ 29,ТИП НА МИКРОЦИКЪЛА: Развиващ,СРЯДА 05.11
m_159,early,1/3 до старта,Z1,Нискоинтензивна аеробна работа,Преди обяд: Пътуване за Обертилях След обяд: 1. 0:40-1:00 ч крос,Преди обяд: Пътуване за Обертилях След обяд: 1. {време} крос,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,"{""Z1"": 60.0}",60,0.5,крос,обща издръжливост/ОСИ/база,Ноември,МИКРОЦИКЪЛ 29,ТИП НА МИКРОЦИКЪЛА: Развиващ,СЪБОТА 08.11
m_163,early,1/3 до старта,Z1,Нискоинтензивна аеробна работа,Преди обяд: 1. КТ Ски - 1:40-2 ч ...,Преди обяд: 1. КТ Ски - {време}-{часове} ч ...,90.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,"{""Z1"": 90.0, ""Z2"": 30.0}",60,0.5,ски,обща издръжливост/ОСИ/база,Ноември,МИКРОЦИКЪЛ 29,ТИП НА МИКРОЦИКЪЛА: Развиващ,ВТОРНИК 11.11
m_172,early,1/3 до старта,Z1,Нискоинтензивна аеробна работа,Преди обяд: 1. КТ Ски - 2-3 ч 1-2 зона.,Преди обяд: 1. КТ Ски - {часове} ч 1-2 зона.,120.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,"{""Z1"": 120.0, ""Z2"": 60.0}",60,0.5,ски,обща издръжливост/ОСИ/база,Ноември,МИКРОЦИКЪЛ 30,ТИП НА МИКРОЦИКЪЛА: Развиваш,ВТОРНИК 17.02
m_180,early,1/3 до старта,Z1,Нискоинтензивна аеробна работа,Преди обяд: ...,Преди обяд: ...,99.99999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"{""Z1"": 100.0}",60,0.5,,обща издръжливост/ОСИ/база,Ноември,МИКРОЦИКЪЛ 31,ТИП НА МИКРОЦИКЪЛА: Възстановителен,ПОНЕДЕЛНИК 17.11
m_188,early,1/3 до старта,Z1,Нискоинтензивна аеробна работа,Преди обяд: ...,Преди обяд: ...,30.0,30.0,0.0,0.0,3.0,0.0,0.0,0.0,63.0,"{""Z1"": 30.0, ""Z2"": 30.0, ""Z5"": 3.0}",60,0.5,,обща издръжливост/ОСИ/база,Ноември,МИКРОЦИКЪЛ 32,ТИП НА МИКРОЦИКЪЛА: Развиващ,ЧЕТВЪРТЪК 27.11
